"ref_area.label","source.label","indicator.label","sex.label","classif1.label","classif2.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Mexico","LFS - National Occupation and Employment Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Level not stated","2014",3.195,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mexico","LFS - National Occupation and Employment Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-97): Total","2014",2461.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mexico","LFS - National Occupation and Employment Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-97): X. No schooling","2014",36.941,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mexico","LFS - National Occupation and Employment Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-97): 0. Pre-primary education","2014",128.082,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mexico","LFS - National Occupation and Employment Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-97): 1. Primary education or first stage of basic education","2014",367.247,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mexico","LFS - National Occupation and Employment Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-97): 2. Lower secondary or second stage of basic education","2014",839.61,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mexico","LFS - National Occupation and Employment Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-97): 3. Upper secondary education","2014",651.496,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mexico","LFS - National Occupation and Employment Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)","2014",433.71,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mexico","LFS - National Occupation and Employment Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)","2014",1.219,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Mexico","LFS - National Occupation and Employment Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-97): Level not stated","2014",3.195,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Marshall Islands","PC - Population Census","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Total","2021",1.36,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Marshall Islands","PC - Population Census","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Advanced","2021",0.028,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Marshall Islands","PC - Population Census","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Level not stated","2021",0.006,"Unreliable",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Marshall Islands","PC - Population Census","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): Total","2021",1.36,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Marshall Islands","PC - Population Census","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): X. No schooling","2021",0.057,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Marshall Islands","PC - Population Census","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 0. Early childhood education","2021",0.028,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Marshall Islands","PC - Population Census","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 1. Primary education","2021",0.357,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Marshall Islands","PC - Population Census","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 2. Lower secondary education","2021",0.32,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Marshall Islands","PC - Population Census","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 3. Upper secondary education","2021",0.482,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Marshall Islands","PC - Population Census","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 4. Post-secondary non-tertiary education","2021",0.082,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Marshall Islands","PC - Population Census","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 5. Short-cycle tertiary education","2021",0.021,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Marshall Islands","PC - Population Census","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 6. Bachelor's or equivalent level","2021",0.005,"Unreliable",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Marshall Islands","PC - Population Census","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 7. Master's or equivalent level","2021",,"Unreliable",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Marshall Islands","PC - Population Census","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 8. Doctoral or equivalent level","2021",,"Unreliable",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Marshall Islands","PC - Population Census","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 9. Not elsewhere classified","2021",0.006,"Unreliable",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Marshall Islands","HIES - Household Income and Expenditure Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Total","2019",1.11,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Marshall Islands","HIES - Household Income and Expenditure Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Advanced","2019",0.232,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Marshall Islands","HIES - Household Income and Expenditure Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): Total","2019",1.11,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Marshall Islands","HIES - Household Income and Expenditure Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): X. No schooling","2019",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Marshall Islands","HIES - Household Income and Expenditure Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 1. Primary education","2019",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Marshall Islands","HIES - Household Income and Expenditure Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 2. Lower secondary education","2019",0.386,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Marshall Islands","HIES - Household Income and Expenditure Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 3. Upper secondary education","2019",0.452,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Marshall Islands","HIES - Household Income and Expenditure Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 5. Short-cycle tertiary education","2019",0.199,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Marshall Islands","HIES - Household Income and Expenditure Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 6. Bachelor's or equivalent level","2019",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Total","2024",97.021,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Advanced","2024",16.576,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): Total","2024",97.021,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): X. No schooling","2024",1.568,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 0. Early childhood education","2024",1.945,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 1. Primary education","2024",21.764,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 2. Lower secondary education","2024",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 3. Upper secondary education","2024",43.11,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 4. Post-secondary non-tertiary education","2024",11.838,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 5. Short-cycle tertiary education","2024",1.035,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 6. Bachelor's or equivalent level","2024",14.197,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 7. Master's or equivalent level","2024",1.277,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 8. Doctoral or equivalent level","2024",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Total","2022",116.296,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Advanced","2022",22.081,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): Total","2022",116.296,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): X. No schooling","2022",1.336,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 0. Early childhood education","2022",0.784,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 1. Primary education","2022",24.175,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 2. Lower secondary education","2022",0.28,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 3. Upper secondary education","2022",67.58,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 4. Post-secondary non-tertiary education","2022",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 5. Short-cycle tertiary education","2022",2.013,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 6. Bachelor's or equivalent level","2022",18.227,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 7. Master's or equivalent level","2022",1.841,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Total","2021",148.313,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Advanced","2021",30.529,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): Total","2021",148.313,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): X. No schooling","2021",1.166,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 0. Early childhood education","2021",2.268,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 1. Primary education","2021",31.334,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 2. Lower secondary education","2021",0.304,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 3. Upper secondary education","2021",82.472,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 4. Post-secondary non-tertiary education","2021",0.241,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 5. Short-cycle tertiary education","2021",1.832,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 6. Bachelor's or equivalent level","2021",26.388,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 7. Master's or equivalent level","2021",2.309,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Total","2020",156.846,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Advanced","2020",36.286,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): Total","2020",156.846,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): X. No schooling","2020",1.24,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 0. Early childhood education","2020",2.372,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 1. Primary education","2020",32.288,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 2. Lower secondary education","2020",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 3. Upper secondary education","2020",84.529,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 4. Post-secondary non-tertiary education","2020",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 5. Short-cycle tertiary education","2020",1.883,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 6. Bachelor's or equivalent level","2020",31.078,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 7. Master's or equivalent level","2020",3.325,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Total","2019",167.11,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Advanced","2019",34.387,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): Total","2019",167.11,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): X. No schooling","2019",2.654,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 0. Early childhood education","2019",2.722,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 1. Primary education","2019",37.723,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 2. Lower secondary education","2019",0.192,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 3. Upper secondary education","2019",89.434,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 5. Short-cycle tertiary education","2019",1.528,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 6. Bachelor's or equivalent level","2019",29.417,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 7. Master's or equivalent level","2019",3.424,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 8. Doctoral or equivalent level","2019",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Total","2018",201.599,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Advanced","2018",41.919,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): Total","2018",201.599,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): X. No schooling","2018",1.776,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 0. Early childhood education","2018",2.824,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 1. Primary education","2018",40.109,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 2. Lower secondary education","2018",0.545,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 3. Upper secondary education","2018",114.427,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 5. Short-cycle tertiary education","2018",2.317,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 6. Bachelor's or equivalent level","2018",35.386,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 7. Master's or equivalent level","2018",4.202,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 8. Doctoral or equivalent level","2018",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Total","2017",217.655,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Advanced","2017",45.192,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): Total","2017",217.655,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): X. No schooling","2017",1.12,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 0. Early childhood education","2017",4.471,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 1. Primary education","2017",45.164,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 2. Lower secondary education","2017",0.716,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 3. Upper secondary education","2017",120.993,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 5. Short-cycle tertiary education","2017",2.507,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 6. Bachelor's or equivalent level","2017",38.389,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 7. Master's or equivalent level","2017",4.168,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 8. Doctoral or equivalent level","2017",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Total","2016",231.548,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Advanced","2016",46.358,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): Total","2016",231.548,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): X. No schooling","2016",2.016,,,,"Repository: ILO-STATISTICS - Micro data processing"
