"ref_area.label","source.label","indicator.label","sex.label","classif1.label","classif2.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Afghanistan","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Total","2021",462.411,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter"
"Afghanistan","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Advanced","2021",49.489,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter"
"Afghanistan","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Level not stated","2021",1.984,"Unreliable",,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter"
"Afghanistan","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): Total","2021",462.411,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter"
"Afghanistan","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): X. No schooling","2021",190.075,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter"
"Afghanistan","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 1. Primary education","2021",70.782,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter"
"Afghanistan","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 2. Lower secondary education","2021",34.4,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter"
"Afghanistan","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 3. Upper secondary education","2021",99.753,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter"
"Afghanistan","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 4. Post-secondary non-tertiary education","2021",15.928,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter"
"Afghanistan","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 5. Short-cycle tertiary education","2021",8.066,"Unreliable",,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter"
"Afghanistan","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 6. Bachelor's or equivalent level","2021",40.107,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter"
"Afghanistan","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 7. Master's or equivalent level","2021",,"Unreliable",,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter"
"Afghanistan","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 9. Not elsewhere classified","2021",1.984,"Unreliable",,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter"
"Afghanistan","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Total","2020",806.194,"Break in series",,"Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Advanced","2020",66.275,"Break in series",,"Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Level not stated","2020",13.832,"Break in series",,"Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): Total","2020",806.194,"Break in series",,"Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): X. No schooling","2020",467.243,"Break in series",,"Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 1. Primary education","2020",70.327,"Break in series",,"Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 2. Lower secondary education","2020",62.362,"Break in series",,"Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 3. Upper secondary education","2020",108.819,"Break in series",,"Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 4. Post-secondary non-tertiary education","2020",17.336,"Break in series",,"Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 5. Short-cycle tertiary education","2020",6.109,"Break in series",,"Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 6. Bachelor's or equivalent level","2020",57.809,"Break in series",,"Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 7. Master's or equivalent level","2020",2.357,"Unreliable",,"Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 9. Not elsewhere classified","2020",13.832,"Break in series",,"Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","HIES - Households Living Conditions Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Total","2017",805.443,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","HIES - Households Living Conditions Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Advanced","2017",87.884,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","HIES - Households Living Conditions Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Level not stated","2017",1.388,"Unreliable",,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","HIES - Households Living Conditions Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): Total","2017",805.443,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","HIES - Households Living Conditions Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): X. No schooling","2017",385.452,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","HIES - Households Living Conditions Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 0. Early childhood education","2017",,"Unreliable",,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","HIES - Households Living Conditions Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 1. Primary education","2017",108.639,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","HIES - Households Living Conditions Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 2. Lower secondary education","2017",76.641,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","HIES - Households Living Conditions Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 3. Upper secondary education","2017",144.286,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","HIES - Households Living Conditions Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 6. Bachelor's or equivalent level","2017",57.847,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","HIES - Households Living Conditions Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 7. Master's or equivalent level","2017",27.923,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","HIES - Households Living Conditions Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 8. Doctoral or equivalent level","2017",2.114,"Unreliable",,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","HIES - Households Living Conditions Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 9. Not elsewhere classified","2017",1.388,"Unreliable",,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","HIES - Households Living Conditions Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Total","2014",601.892,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","HIES - Households Living Conditions Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Advanced","2014",13.098,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","HIES - Households Living Conditions Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Level not stated","2014",15.414,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","HIES - Households Living Conditions Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): Total","2014",601.892,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","HIES - Households Living Conditions Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): X. No schooling","2014",380.302,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","HIES - Households Living Conditions Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 0. Early childhood education","2014",29.523,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","HIES - Households Living Conditions Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 1. Primary education","2014",30.653,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","HIES - Households Living Conditions Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 2. Lower secondary education","2014",36.447,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","HIES - Households Living Conditions Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 3. Upper secondary education","2014",87.079,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","HIES - Households Living Conditions Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 4. Post-secondary non-tertiary education","2014",9.376,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","HIES - Households Living Conditions Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 6. Bachelor's or equivalent level","2014",13.098,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","HIES - Households Living Conditions Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 9. Not elsewhere classified","2014",15.414,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Total","2021",2084.313,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Advanced","2021",75.022,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Level not stated","2021",524.541,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): Total","2021",2084.313,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): X. No schooling","2021",42.04,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 0. Early childhood education","2021",46.938,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 1. Primary education","2021",314.048,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 2. Lower secondary education","2021",452.884,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 3. Upper secondary education","2021",603.936,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 4. Post-secondary non-tertiary education","2021",24.903,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 5. Short-cycle tertiary education","2021",75.022,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 9. Not elsewhere classified","2021",524.541,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Total","2019",2017.742,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Advanced","2019",72.618,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Level not stated","2019",350.544,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): Total","2019",2017.742,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): X. No schooling","2019",61.628,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 0. Early childhood education","2019",61.213,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 1. Primary education","2019",348.37,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 2. Lower secondary education","2019",516.949,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 3. Upper secondary education","2019",551.289,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 4. Post-secondary non-tertiary education","2019",55.131,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 5. Short-cycle tertiary education","2019",72.618,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","LFS - Employment Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 9. Not elsewhere classified","2019",350.544,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Angola","PC - Population Census","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Total","2014",560.654,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","PC - Population Census","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Advanced","2014",11.977,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","PC - Population Census","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): Total","2014",560.654,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","PC - Population Census","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): X. No schooling","2014",52.504,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","PC - Population Census","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 0. Early childhood education","2014",94.072,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","PC - Population Census","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 1. Primary education","2014",160.915,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","PC - Population Census","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 2. Lower secondary education","2014",145.906,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","PC - Population Census","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 3. Upper secondary education","2014",95.28,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","PC - Population Census","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 5. Short-cycle tertiary education","2014",5.681,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","PC - Population Census","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 6. Bachelor's or equivalent level","2014",5.683,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","PC - Population Census","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 7. Master's or equivalent level","2014",0.426,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","PC - Population Census","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 8. Doctoral or equivalent level","2014",0.187,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Total","2023",158.152,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Advanced","2023",31.635,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): Total","2023",158.152,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): X. No schooling","2023",0.738,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 1. Primary education","2023",2.138,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 2. Lower secondary education","2023",52.943,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 3. Upper secondary education","2023",70.699,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 5. Short-cycle tertiary education","2023",0.49,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 6. Bachelor's or equivalent level","2023",10.799,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 7. Master's or equivalent level","2023",20.191,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 8. Doctoral or equivalent level","2023",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Total","2022",156.905,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Advanced","2022",36.15,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): Total","2022",156.905,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): X. No schooling","2022",3.155,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 1. Primary education","2022",3.24,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 2. Lower secondary education","2022",51.169,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 3. Upper secondary education","2022",63.192,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 5. Short-cycle tertiary education","2022",0.645,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 6. Bachelor's or equivalent level","2022",12.416,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 7. Master's or equivalent level","2022",23.088,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Total","2021",161.749,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (Aggregate levels): Advanced","2021",33.293,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): Total","2021",161.749,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): X. No schooling","2021",3.485,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 0. Early childhood education","2021",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 1. Primary education","2021",3.469,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Unemployment by sex, age and education (thousands)","Total","Age (Aggregate bands): Total","Education (ISCED-11): 2. Lower secondary education","2021",54.728,,,,"Repository: ILO-STATISTICS - Micro data processing"
